Student Name,Tamil,English,Maths,Science,Social,Tamil,English,Maths,Science,Social,Tamil,English,Maths,Science,Social,Tamil,English,Maths,Science,Social,Tamil,English,Maths,Science,Social,Tamil,English,Maths,Science,Social,Tamil,English,Maths,Science,Social,Tamil,English,Maths,Science,Social,Tamil,English,Maths,Science,Social,Tamil,English,Maths,Science,Social,Avg Tamil,Avg English,Avg Maths,Avg Science,Avg Social,Max Avg,Max Sub,Outcome
Student 100,82,84,86,96,83,82,84,86,96,83,82,84,86,96,83,82,84,86,96,83,82,84,86,96,83,82,84,86,96,83,82,84,86,96,83,82,84,86,96,83,82,84,86,96,83,82,84,86,96,83,84.2,83.7,84.2,97.2,83.9,97.2,Science,Medical
Student 101,85,85,85,88,86,85,85,85,88,86,85,85,85,88,86,85,85,85,88,86,85,85,85,88,86,85,85,85,88,86,85,85,85,88,86,85,85,85,88,86,85,85,85,88,86,85,85,85,88,86,84.6,84.8,84.5,83.5,84.8,84.8,English,Arts
Student 102,80,88,85,81,80,80,88,85,81,80,80,88,85,81,80,80,88,85,81,80,80,88,85,81,80,80,88,85,81,80,80,88,85,81,80,80,88,85,81,80,80,88,85,81,80,80,88,85,81,80,83.7,84.7,83.9,84.3,83.7,84.7,English,Arts
Student 103,86,88,88,81,81,86,88,88,81,81,86,88,88,81,81,86,88,88,81,81,86,88,88,81,81,86,88,88,81,81,86,88,88,81,81,86,88,88,81,81,86,88,88,81,81,86,88,88,81,81,83.0,85.0,84.1,83.5,85.2,85.2,Social,Commerce
Student 104,81,81,82,80,87,81,81,82,80,87,81,81,82,80,87,81,81,82,80,87,81,81,82,80,87,81,81,82,80,87,81,81,82,80,87,81,81,82,80,87,81,81,82,80,87,81,81,82,80,87,83.7,83.0,84.0,82.7,83.9,84.0,Maths,Engineering
Student 105,86,80,84,86,87,86,80,84,86,87,86,80,84,86,87,86,80,84,86,87,86,80,84,86,87,86,80,84,86,87,86,80,84,86,87,86,80,84,86,87,86,80,84,86,87,86,80,84,86,87,83.4,83.8,83.1,84.6,84.1,84.6,Science,Medical
Student 106,83,86,86,85,84,83,86,86,85,84,83,86,86,85,84,83,86,86,85,84,83,86,86,85,84,83,86,86,85,84,83,86,86,85,84,83,86,86,85,84,83,86,86,85,84,83,86,86,85,84,84.2,84.4,84.0,83.1,84.4,84.4,English,Arts
Student 107,86,88,80,80,84,86,88,80,80,84,86,88,80,80,84,86,88,80,80,84,86,88,80,80,84,86,88,80,80,84,86,88,80,80,84,86,88,80,80,84,86,88,80,80,84,86,88,80,80,84,83.4,84.4,83.9,84.7,85.4,85.4,Social,Commerce
Student 108,88,81,80,85,83,88,81,80,85,83,88,81,80,85,83,88,81,80,85,83,88,81,80,85,83,88,81,80,85,83,88,81,80,85,83,88,81,80,85,83,88,81,80,85,83,88,81,80,85,83,85.2,84.9,83.4,82.9,85.2,85.2,Tamil,BA
Student 109,84,85,85,81,83,84,85,85,81,83,84,85,85,81,83,84,85,85,81,83,84,85,85,81,83,84,85,85,81,83,84,85,85,81,83,84,85,85,81,83,84,85,85,81,83,84,85,85,81,83,85.2,85.5,85.1,83.7,83.8,85.5,English,Arts
Student 110,80,88,90,98,83,80,88,90,98,83,80,88,90,98,83,80,88,90,98,83,80,88,90,98,83,80,88,90,98,83,80,88,90,98,83,80,88,90,98,83,80,88,90,98,83,80,88,90,98,83,85.6,83.7,91.5,97.2,82.1,97.2,Science,Medical
Student 111,80,88,80,86,81,80,88,80,86,81,80,88,80,86,81,80,88,80,86,81,80,88,80,86,81,80,88,80,86,81,80,88,80,86,81,80,88,80,86,81,80,88,80,86,81,80,88,80,86,81,82.0,83.6,82.2,83.4,84.2,84.2,Social,Commerce
Student 112,82,88,87,80,84,82,88,87,80,84,82,88,87,80,84,82,88,87,80,84,82,88,87,80,84,82,88,87,80,84,82,88,87,80,84,82,88,87,80,84,82,88,87,80,84,82,88,87,80,84,86.0,84.3,84.4,83.9,85.6,86.0,Tamil,BA
Student 113,88,85,88,82,81,88,85,88,82,81,88,85,88,82,81,88,85,88,82,81,88,85,88,82,81,88,85,88,82,81,88,85,88,82,81,88,85,88,82,81,88,85,88,82,81,88,85,88,82,81,83.1,84.6,83.4,83.9,83.0,84.6,English,Arts
Student 114,88,84,84,88,81,88,84,84,88,81,88,84,84,88,81,88,84,84,88,81,88,84,84,88,81,88,84,84,88,81,88,84,84,88,81,88,84,84,88,81,88,84,84,88,81,88,84,84,88,81,83.9,85.6,83.8,85.9,84.1,85.9,Science,Medical
Student 115,80,83,84,87,83,80,83,84,87,83,80,83,84,87,83,80,83,84,87,83,80,83,84,87,83,80,83,84,87,83,80,83,84,87,83,80,83,84,87,83,80,83,84,87,83,80,83,84,87,83,83.3,85.5,86.0,84.6,82.6,86.0,Maths,Engineering
Student 116,84,84,80,85,82,84,84,80,85,82,84,84,80,85,82,84,84,80,85,82,84,84,80,85,82,84,84,80,85,82,84,84,80,85,82,84,84,80,85,82,84,84,80,85,82,84,84,80,85,82,85.0,83.1,83.2,83.7,82.8,85.0,Tamil,BA
Student 117,85,81,84,87,81,85,81,84,87,81,85,81,84,87,81,85,81,84,87,81,85,81,84,87,81,85,81,84,87,81,85,81,84,87,81,85,81,84,87,81,85,81,84,87,81,85,81,84,87,81,85.5,83.0,84.6,84.2,84.4,85.5,Tamil,BA
Student 118,82,86,81,87,87,82,86,81,87,87,82,86,81,87,87,82,86,81,87,87,82,86,81,87,87,82,86,81,87,87,82,86,81,87,87,82,86,81,87,87,82,86,81,87,87,82,86,81,87,87,84.5,83.3,82.4,83.8,83.8,84.5,Tamil,BA
Student 119,80,85,86,84,83,80,85,86,84,83,80,85,86,84,83,80,85,86,84,83,80,85,86,84,83,80,85,86,84,83,80,85,86,84,83,80,85,86,84,83,80,85,86,84,83,80,85,86,84,83,83.1,84.4,83.9,83.9,83.4,84.4,English,Arts
Student 120,81,81,87,98,88,81,81,87,98,88,81,81,87,98,88,81,81,87,98,88,81,81,87,98,88,81,81,87,98,88,81,81,87,98,88,81,81,87,98,88,81,81,87,98,88,81,81,87,98,88,83.4,84.6,84.0,97.2,83.1,97.2,Science,Medical
Student 121,88,82,92,85,83,88,82,92,85,83,88,82,92,85,83,88,82,92,85,83,88,82,92,85,83,88,82,92,85,83,88,82,92,85,83,88,82,92,85,83,88,82,92,85,83,88,82,92,85,83,83.2,83.6,91.5,83.9,83.9,91.5,Maths,Engineering
Student 122,87,86,85,86,85,87,86,85,86,85,87,86,85,86,85,87,86,85,86,85,87,86,85,86,85,87,86,85,86,85,87,86,85,86,85,87,86,85,86,85,87,86,85,86,85,87,86,85,86,85,84.4,84.0,85.3,83.5,84.2,85.3,Maths,Engineering
Student 123,87,87,88,81,87,87,87,88,81,87,87,87,88,81,87,87,87,88,81,87,87,87,88,81,87,87,87,88,81,87,87,87,88,81,87,87,87,88,81,87,87,87,88,81,87,87,87,88,81,87,83.7,83.8,85.0,83.0,85.5,85.5,Social,Commerce
Student 124,83,86,88,88,85,83,86,88,88,85,83,86,88,88,85,83,86,88,88,85,83,86,88,88,85,83,86,88,88,85,83,86,88,88,85,83,86,88,88,85,83,86,88,88,85,83,86,88,88,85,83.5,83.3,83.4,84.0,83.9,84.0,Science,Medical
Student 125,88,80,81,82,86,88,80,81,82,86,88,80,81,82,86,88,80,81,82,86,88,80,81,82,86,88,80,81,82,86,88,80,81,82,86,88,80,81,82,86,88,80,81,82,86,88,80,81,82,86,84.2,83.1,83.4,83.5,84.1,84.2,Tamil,BA
Student 126,81,86,82,81,88,81,86,82,81,88,81,86,82,81,88,81,86,82,81,88,81,86,82,81,88,81,86,82,81,88,81,86,82,81,88,81,86,82,81,88,81,86,82,81,88,81,86,82,81,88,83.0,84.5,82.2,82.8,84.2,84.5,English,Arts
Student 127,83,88,85,88,80,83,88,85,88,80,83,88,85,88,80,83,88,85,88,80,83,88,85,88,80,83,88,85,88,80,83,88,85,88,80,83,88,85,88,80,83,88,85,88,80,83,88,85,88,80,83.2,85.0,84.2,83.7,83.5,85.0,English,Arts
Student 128,85,87,83,86,84,85,87,83,86,84,85,87,83,86,84,85,87,83,86,84,85,87,83,86,84,85,87,83,86,84,85,87,83,86,84,85,87,83,86,84,85,87,83,86,84,85,87,83,86,84,86.6,84.5,83.9,84.3,83.0,86.6,Tamil,BA
Student 129,80,88,82,85,81,80,88,82,85,81,80,88,82,85,81,80,88,82,85,81,80,88,82,85,81,80,88,82,85,81,80,88,82,85,81,80,88,82,85,81,80,88,82,85,81,80,88,82,85,81,84.1,84.0,83.0,84.1,84.2,84.2,Social,Commerce
Student 130,80,86,80,99,88,80,86,80,99,88,80,86,80,99,88,80,86,80,99,88,80,86,80,99,88,80,86,80,99,88,80,86,80,99,88,80,86,80,99,88,80,86,80,99,88,80,86,80,99,88,83.5,84.8,83.8,97.1,82.9,97.1,Science,Medical
Student 131,81,82,82,81,83,81,82,82,81,83,81,82,82,81,83,81,82,82,81,83,81,82,82,81,83,81,82,82,81,83,81,82,82,81,83,81,82,82,81,83,81,82,82,81,83,81,82,82,81,83,84.1,83.9,84.4,82.8,83.6,84.4,Maths,Engineering
Student 132,84,83,92,84,84,84,83,92,84,84,84,83,92,84,84,84,83,92,84,84,84,83,92,84,84,84,83,92,84,84,84,83,92,84,84,84,83,92,84,84,84,83,92,84,84,84,83,92,84,84,83.6,82.8,91.0,83.9,83.3,91.0,Maths,Engineering
Student 133,82,81,87,87,86,82,81,87,87,86,82,81,87,87,86,82,81,87,87,86,82,81,87,87,86,82,81,87,87,86,82,81,87,87,86,82,81,87,87,86,82,81,87,87,86,82,81,87,87,86,84.7,83.4,83.8,83.5,83.3,84.7,Tamil,BA
Student 134,82,80,87,87,83,82,80,87,87,83,82,80,87,87,83,82,80,87,87,83,82,80,87,87,83,82,80,87,87,83,82,80,87,87,83,82,80,87,87,83,82,80,87,87,83,82,80,87,87,83,83.6,83.5,83.4,85.0,83.8,85.0,Science,Medical
Student 135,85,87,80,87,83,85,87,80,87,83,85,87,80,87,83,85,87,80,87,83,85,87,80,87,83,85,87,80,87,83,85,87,80,87,83,85,87,80,87,83,85,87,80,87,83,85,87,80,87,83,84.9,83.4,84.2,83.7,83.6,84.9,Tamil,BA
Student 136,87,82,84,86,80,87,82,84,86,80,87,82,84,86,80,87,82,84,86,80,87,82,84,86,80,87,82,84,86,80,87,82,84,86,80,87,82,84,86,80,87,82,84,86,80,87,82,84,86,80,84.0,83.3,84.0,83.4,82.9,84.0,Tamil,BA
Student 137,81,85,82,86,87,81,85,82,86,87,81,85,82,86,87,81,85,82,86,87,81,85,82,86,87,81,85,82,86,87,81,85,82,86,87,81,85,82,86,87,81,85,82,86,87,81,85,82,86,87,84.5,85.3,84.4,84.7,83.4,85.3,English,Arts
Student 138,80,82,85,86,80,80,82,85,86,80,80,82,85,86,80,80,82,85,86,80,80,82,85,86,80,80,82,85,86,80,80,82,85,86,80,80,82,85,86,80,80,82,85,86,80,80,82,85,86,80,84.4,83.2,84.2,84.7,84.6,84.7,Science,Medical
Student 139,88,86,86,81,80,88,86,86,81,80,88,86,86,81,80,88,86,86,81,80,88,86,86,81,80,88,86,86,81,80,88,86,86,81,80,88,86,86,81,80,88,86,86,81,80,88,86,86,81,80,84.2,83.1,84.9,83.6,83.3,84.9,Maths,Engineering
Student 140,85,81,81,99,81,85,81,81,99,81,85,81,81,99,81,85,81,81,99,81,85,81,81,99,81,85,81,81,99,81,85,81,81,99,81,85,81,81,99,81,85,81,81,99,81,85,81,81,99,81,83.0,84.4,82.8,97.8,83.1,97.8,Science,Medical
Student 141,81,81,84,88,81,81,81,84,88,81,81,81,84,88,81,81,81,84,88,81,81,81,84,88,81,81,81,84,88,81,81,81,84,88,81,81,81,84,88,81,81,81,84,88,81,81,81,84,88,81,83.3,83.1,84.6,85.3,84.5,85.3,Science,Medical
Student 142,86,88,86,86,85,86,88,86,86,85,86,88,86,86,85,86,88,86,86,85,86,88,86,86,85,86,88,86,86,85,86,88,86,86,85,86,88,86,86,85,86,88,86,86,85,86,88,86,86,85,84.0,83.6,84.3,83.0,84.2,84.3,Maths,Engineering
Student 143,82,83,90,88,84,82,83,90,88,84,82,83,90,88,84,82,83,90,88,84,82,83,90,88,84,82,83,90,88,84,82,83,90,88,84,82,83,90,88,84,82,83,90,88,84,82,83,90,88,84,83.9,83.2,90.7,83.2,83.3,90.7,Maths,Engineering
Student 144,81,81,83,82,83,81,81,83,82,83,81,81,83,82,83,81,81,83,82,83,81,81,83,82,83,81,81,83,82,83,81,81,83,82,83,81,81,83,82,83,81,81,83,82,83,81,81,83,82,83,82.2,84.0,84.6,82.9,84.3,84.6,Maths,Engineering
Student 145,88,82,87,87,81,88,82,87,87,81,88,82,87,87,81,88,82,87,87,81,88,82,87,87,81,88,82,87,87,81,88,82,87,87,81,88,82,87,87,81,88,82,87,87,81,88,82,87,87,81,84.1,83.2,83.6,82.7,82.1,84.1,Tamil,BA
Student 146,86,88,84,88,88,86,88,84,88,88,86,88,84,88,88,86,88,84,88,88,86,88,84,88,88,86,88,84,88,88,86,88,84,88,88,86,88,84,88,88,86,88,84,88,88,86,88,84,88,88,83.4,86.4,83.8,83.6,84.2,86.4,English,Arts
Student 147,88,88,84,83,88,88,88,84,83,88,88,88,84,83,88,88,88,84,83,88,88,88,84,83,88,88,88,84,83,88,88,88,84,83,88,88,88,84,83,88,88,88,84,83,88,88,88,84,83,88,85.0,84.9,84.2,82.9,83.4,85.0,Tamil,BA
Student 148,87,86,85,83,85,87,86,85,83,85,87,86,85,83,85,87,86,85,83,85,87,86,85,83,85,87,86,85,83,85,87,86,85,83,85,87,86,85,83,85,87,86,85,83,85,87,86,85,83,85,83.9,84.0,83.4,83.6,85.1,85.1,Social,Commerce
Student 149,81,81,83,80,82,81,81,83,80,82,81,81,83,80,82,81,81,83,80,82,81,81,83,80,82,81,81,83,80,82,81,81,83,80,82,81,81,83,80,82,81,81,83,80,82,81,81,83,80,82,83.6,83.4,83.4,82.6,83.3,83.6,Tamil,BA
Student 150,81,84,84,96,80,81,84,84,96,80,81,84,84,96,80,81,84,84,96,80,81,84,84,96,80,81,84,84,96,80,81,84,84,96,80,81,84,84,96,80,81,84,84,96,80,81,84,84,96,80,83.4,83.7,84.7,96.8,83.7,96.8,Science,Medical
Student 151,82,83,87,84,83,82,83,87,84,83,82,83,87,84,83,82,83,87,84,83,82,83,87,84,83,82,83,87,84,83,82,83,87,84,83,82,83,87,84,83,82,83,87,84,83,82,83,87,84,83,83.8,84.6,83.5,84.6,85.1,85.1,Social,Commerce
Student 152,80,84,81,87,81,80,84,81,87,81,80,84,81,87,81,80,84,81,87,81,80,84,81,87,81,80,84,81,87,81,80,84,81,87,81,80,84,81,87,81,80,84,81,87,81,80,84,81,87,81,82.9,83.8,83.9,83.6,83.0,83.9,Maths,Engineering
Student 153,85,85,85,84,81,85,85,85,84,81,85,85,85,84,81,85,85,85,84,81,85,85,85,84,81,85,85,85,84,81,85,85,85,84,81,85,85,85,84,81,85,85,85,84,81,85,85,85,84,81,84.8,85.2,82.5,85.1,84.1,85.2,English,Arts
Student 154,87,81,92,87,85,87,81,92,87,85,87,81,92,87,85,87,81,92,87,85,87,81,92,87,85,87,81,92,87,85,87,81,92,87,85,87,81,92,87,85,87,81,92,87,85,87,81,92,87,85,84.4,83.9,90.8,84.2,85.4,90.8,Maths,Engineering
Student 155,83,84,85,88,81,83,84,85,88,81,83,84,85,88,81,83,84,85,88,81,83,84,85,88,81,83,84,85,88,81,83,84,85,88,81,83,84,85,88,81,83,84,85,88,81,83,84,85,88,81,84.2,83.2,82.6,84.0,82.8,84.2,Tamil,BA
Student 156,88,87,86,86,81,88,87,86,86,81,88,87,86,86,81,88,87,86,86,81,88,87,86,86,81,88,87,86,86,81,88,87,86,86,81,88,87,86,86,81,88,87,86,86,81,88,87,86,86,81,83.8,83.5,84.7,82.8,83.0,84.7,Maths,Engineering
Student 157,81,82,84,84,87,81,82,84,84,87,81,82,84,84,87,81,82,84,84,87,81,82,84,84,87,81,82,84,84,87,81,82,84,84,87,81,82,84,84,87,81,82,84,84,87,81,82,84,84,87,83.5,83.9,84.0,84.7,84.9,84.9,Social,Commerce
Student 158,87,86,88,81,82,87,86,88,81,82,87,86,88,81,82,87,86,88,81,82,87,86,88,81,82,87,86,88,81,82,87,86,88,81,82,87,86,88,81,82,87,86,88,81,82,87,86,88,81,82,84.6,83.2,85.4,84.0,82.3,85.4,Maths,Engineering
Student 159,84,86,84,87,88,84,86,84,87,88,84,86,84,87,88,84,86,84,87,88,84,86,84,87,88,84,86,84,87,88,84,86,84,87,88,84,86,84,87,88,84,86,84,87,88,84,86,84,87,88,84.9,83.2,82.4,84.6,83.5,84.9,Tamil,BA
Student 160,80,86,82,97,82,80,86,82,97,82,80,86,82,97,82,80,86,82,97,82,80,86,82,97,82,80,86,82,97,82,80,86,82,97,82,80,86,82,97,82,80,86,82,97,82,80,86,82,97,82,83.2,83.4,83.9,96.7,83.6,96.7,Science,Medical
Student 161,86,81,82,87,81,86,81,82,87,81,86,81,82,87,81,86,81,82,87,81,86,81,82,87,81,86,81,82,87,81,86,81,82,87,81,86,81,82,87,81,86,81,82,87,81,86,81,82,87,81,84.9,84.5,83.1,84.4,83.0,84.9,Tamil,BA
Student 162,80,88,81,82,87,80,88,81,82,87,80,88,81,82,87,80,88,81,82,87,80,88,81,82,87,80,88,81,82,87,80,88,81,82,87,80,88,81,82,87,80,88,81,82,87,80,88,81,82,87,82.5,84.9,82.7,81.5,83.5,84.9,English,Arts
Student 163,82,86,86,86,83,82,86,86,86,83,82,86,86,86,83,82,86,86,86,83,82,86,86,86,83,82,86,86,86,83,82,86,86,86,83,82,86,86,86,83,82,86,86,86,83,82,86,86,86,83,83.9,83.6,84.0,84.8,83.4,84.8,Science,Medical
Student 164,88,85,80,83,83,88,85,80,83,83,88,85,80,83,83,88,85,80,83,83,88,85,80,83,83,88,85,80,83,83,88,85,80,83,83,88,85,80,83,83,88,85,80,83,83,88,85,80,83,83,84.3,84.4,84.3,83.7,85.4,85.4,Social,Commerce
Student 165,84,82,91,84,88,84,82,91,84,88,84,82,91,84,88,84,82,91,84,88,84,82,91,84,88,84,82,91,84,88,84,82,91,84,88,84,82,91,84,88,84,82,91,84,88,84,82,91,84,88,84.3,83.3,91.2,83.8,83.7,91.2,Maths,Engineering
Student 166,83,83,88,81,86,83,83,88,81,86,83,83,88,81,86,83,83,88,81,86,83,83,88,81,86,83,83,88,81,86,83,83,88,81,86,83,83,88,81,86,83,83,88,81,86,83,83,88,81,86,83.2,83.9,84.2,83.5,85.6,85.6,Social,Commerce
Student 167,84,88,80,83,88,84,88,80,83,88,84,88,80,83,88,84,88,80,83,88,84,88,80,83,88,84,88,80,83,88,84,88,80,83,88,84,88,80,83,88,84,88,80,83,88,84,88,80,83,88,84.1,84.2,83.4,83.1,84.5,84.5,Social,Commerce
Student 168,86,85,82,88,80,86,85,82,88,80,86,85,82,88,80,86,85,82,88,80,86,85,82,88,80,86,85,82,88,80,86,85,82,88,80,86,85,82,88,80,86,85,82,88,80,86,85,82,88,80,84.8,84.7,83.7,86.2,83.5,86.2,Science,Medical
Student 169,82,84,85,80,83,82,84,85,80,83,82,84,85,80,83,82,84,85,80,83,82,84,85,80,83,82,84,85,80,83,82,84,85,80,83,82,84,85,80,83,82,84,85,80,83,82,84,85,80,83,82.9,83.2,84.6,82.9,83.6,84.6,Maths,Engineering
Student 170,81,85,83,95,87,81,85,83,95,87,81,85,83,95,87,81,85,83,95,87,81,85,83,95,87,81,85,83,95,87,81,85,83,95,87,81,85,83,95,87,81,85,83,95,87,81,85,83,95,87,82.4,83.2,83.8,96.7,85.2,96.7,Science,Medical
Student 171,84,82,86,86,84,84,82,86,86,84,84,82,86,86,84,84,82,86,86,84,84,82,86,86,84,84,82,86,86,84,84,82,86,86,84,84,82,86,86,84,84,82,86,86,84,84,82,86,86,84,82.7,83.8,83.4,84.7,83.6,84.7,Science,Medical
Student 172,82,81,87,83,82,82,81,87,83,82,82,81,87,83,82,82,81,87,83,82,82,81,87,83,82,82,81,87,83,82,82,81,87,83,82,82,81,87,83,82,82,81,87,83,82,82,81,87,83,82,84.4,84.5,84.5,83.5,83.2,84.5,English,Arts
Student 173,87,87,88,80,82,87,87,88,80,82,87,87,88,80,82,87,87,88,80,82,87,87,88,80,82,87,87,88,80,82,87,87,88,80,82,87,87,88,80,82,87,87,88,80,82,87,87,88,80,82,84.2,85.5,83.2,83.0,84.5,85.5,English,Arts
Student 174,86,84,82,86,80,86,84,82,86,80,86,84,82,86,80,86,84,82,86,80,86,84,82,86,80,86,84,82,86,80,86,84,82,86,80,86,84,82,86,80,86,84,82,86,80,86,84,82,86,80,85.6,83.9,82.9,84.3,83.4,85.6,Tamil,BA
Student 175,82,85,86,88,83,82,85,86,88,83,82,85,86,88,83,82,85,86,88,83,82,85,86,88,83,82,85,86,88,83,82,85,86,88,83,82,85,86,88,83,82,85,86,88,83,82,85,86,88,83,82.6,84.0,84.7,84.1,83.1,84.7,Maths,Engineering
Student 176,82,82,90,81,86,82,82,90,81,86,82,82,90,81,86,82,82,90,81,86,82,82,90,81,86,82,82,90,81,86,82,82,90,81,86,82,82,90,81,86,82,82,90,81,86,82,82,90,81,86,83.8,83.4,91.4,83.0,84.6,91.4,Maths,Engineering
Student 177,85,87,83,88,85,85,87,83,88,85,85,87,83,88,85,85,87,83,88,85,85,87,83,88,85,85,87,83,88,85,85,87,83,88,85,85,87,83,88,85,85,87,83,88,85,85,87,83,88,85,84.2,83.4,86.2,85.5,84.0,86.2,Maths,Engineering
Student 178,82,87,88,82,87,82,87,88,82,87,82,87,88,82,87,82,87,88,82,87,82,87,88,82,87,82,87,88,82,87,82,87,88,82,87,82,87,88,82,87,82,87,88,82,87,82,87,88,82,87,84.4,84.0,84.7,83.6,85.0,85.0,Social,Commerce
Student 179,82,87,80,86,81,82,87,80,86,81,82,87,80,86,81,82,87,80,86,81,82,87,80,86,81,82,87,80,86,81,82,87,80,86,81,82,87,80,86,81,82,87,80,86,81,82,87,80,86,81,83.1,83.5,82.8,84.5,85.2,85.2,Social,Commerce
Student 180,82,83,85,97,80,82,83,85,97,80,82,83,85,97,80,82,83,85,97,80,82,83,85,97,80,82,83,85,97,80,82,83,85,97,80,82,83,85,97,80,82,83,85,97,80,82,83,85,97,80,84.0,85.5,84.2,96.8,84.8,96.8,Science,Medical
Student 181,83,85,84,86,86,83,85,84,86,86,83,85,84,86,86,83,85,84,86,86,83,85,84,86,86,83,85,84,86,86,83,85,84,86,86,83,85,84,86,86,83,85,84,86,86,83,85,84,86,86,84.8,84.4,84.7,84.6,85.1,85.1,Social,Commerce
Student 182,83,80,87,81,85,83,80,87,81,85,83,80,87,81,85,83,80,87,81,85,83,80,87,81,85,83,80,87,81,85,83,80,87,81,85,83,80,87,81,85,83,80,87,81,85,83,80,87,81,85,83.0,84.0,85.3,82.9,84.5,85.3,Maths,Engineering
Student 183,85,81,83,85,86,85,81,83,85,86,85,81,83,85,86,85,81,83,85,86,85,81,83,85,86,85,81,83,85,86,85,81,83,85,86,85,81,83,85,86,85,81,83,85,86,85,81,83,85,86,84.2,83.3,84.3,85.0,85.3,85.3,Social,Commerce
Student 184,81,81,84,87,81,81,81,84,87,81,81,81,84,87,81,81,81,84,87,81,81,81,84,87,81,81,81,84,87,81,81,81,84,87,81,81,81,84,87,81,81,81,84,87,81,81,81,84,87,81,83.3,84.8,83.1,84.1,82.9,84.8,English,Arts
Student 185,81,85,80,83,84,81,85,80,83,84,81,85,80,83,84,81,85,80,83,84,81,85,80,83,84,81,85,80,83,84,81,85,80,83,84,81,85,80,83,84,81,85,80,83,84,81,85,80,83,84,83.2,83.8,84.2,84.0,83.8,84.2,Maths,Engineering
Student 186,86,85,83,81,80,86,85,83,81,80,86,85,83,81,80,86,85,83,81,80,86,85,83,81,80,86,85,83,81,80,86,85,83,81,80,86,85,83,81,80,86,85,83,81,80,86,85,83,81,80,83.4,84.2,86.2,84.4,83.4,86.2,Maths,Engineering
Student 187,83,81,92,80,86,83,81,92,80,86,83,81,92,80,86,83,81,92,80,86,83,81,92,80,86,83,81,92,80,86,83,81,92,80,86,83,81,92,80,86,83,81,92,80,86,83,81,92,80,86,83.7,83.4,91.5,83.3,84.3,91.5,Maths,Engineering
Student 188,82,86,85,83,88,82,86,85,83,88,82,86,85,83,88,82,86,85,83,88,82,86,85,83,88,82,86,85,83,88,82,86,85,83,88,82,86,85,83,88,82,86,85,83,88,82,86,85,83,88,85.5,84.6,84.4,84.2,84.4,85.5,Tamil,BA
Student 189,81,83,84,80,81,81,83,84,80,81,81,83,84,80,81,81,83,84,80,81,81,83,84,80,81,81,83,84,80,81,81,83,84,80,81,81,83,84,80,81,81,83,84,80,81,81,83,84,80,81,83.8,83.5,82.8,85.7,83.2,85.7,Science,Medical
Student 190,83,81,84,97,81,83,81,84,97,81,83,81,84,97,81,83,81,84,97,81,83,81,84,97,81,83,81,84,97,81,83,81,84,97,81,83,81,84,97,81,83,81,84,97,81,83,81,84,97,81,83.8,83.9,84.6,97.2,82.8,97.2,Science,Medical
Student 191,85,81,84,84,83,85,81,84,84,83,85,81,84,84,83,85,81,84,84,83,85,81,84,84,83,85,81,84,84,83,85,81,84,84,83,85,81,84,84,83,85,81,84,84,83,85,81,84,84,83,85.2,83.5,84.5,83.6,85.0,85.2,Tamil,BA
Student 192,88,81,86,86,82,88,81,86,86,82,88,81,86,86,82,88,81,86,86,82,88,81,86,86,82,88,81,86,86,82,88,81,86,86,82,88,81,86,86,82,88,81,86,86,82,88,81,86,86,82,84.2,83.2,84.0,85.3,83.9,85.3,Science,Medical
Student 193,86,80,86,80,85,86,80,86,80,85,86,80,86,80,85,86,80,86,80,85,86,80,86,80,85,86,80,86,80,85,86,80,86,80,85,86,80,86,80,85,86,80,86,80,85,86,80,86,80,85,84.8,83.3,81.6,83.8,83.6,84.8,Tamil,BA
Student 194,81,80,83,80,84,81,80,83,80,84,81,80,83,80,84,81,80,83,80,84,81,80,83,80,84,81,80,83,80,84,81,80,83,80,84,81,80,83,80,84,81,80,83,80,84,81,80,83,80,84,83.4,83.7,84.8,83.1,84.9,84.9,Social,Commerce
Student 195,84,85,85,82,83,84,85,85,82,83,84,85,85,82,83,84,85,85,82,83,84,85,85,82,83,84,85,85,82,83,84,85,85,82,83,84,85,85,82,83,84,85,85,82,83,84,85,85,82,83,84.4,85.0,82.9,83.2,82.6,85.0,English,Arts
Student 196,85,87,84,88,80,85,87,84,88,80,85,87,84,88,80,85,87,84,88,80,85,87,84,88,80,85,87,84,88,80,85,87,84,88,80,85,87,84,88,80,85,87,84,88,80,85,87,84,88,80,85.9,84.5,83.7,84.2,82.9,85.9,Tamil,BA
Student 197,86,85,88,80,81,86,85,88,80,81,86,85,88,80,81,86,85,88,80,81,86,85,88,80,81,86,85,88,80,81,86,85,88,80,81,86,85,88,80,81,86,85,88,80,81,86,85,88,80,81,83.6,84.6,84.5,83.2,82.7,84.6,English,Arts
Student 198,82,87,90,87,80,82,87,90,87,80,82,87,90,87,80,82,87,90,87,80,82,87,90,87,80,82,87,90,87,80,82,87,90,87,80,82,87,90,87,80,82,87,90,87,80,82,87,90,87,80,84.0,83.7,91.7,85.1,81.9,91.7,Maths,Engineering
Student 199,83,80,86,80,88,83,80,86,80,88,83,80,86,80,88,83,80,86,80,88,83,80,86,80,88,83,80,86,80,88,83,80,86,80,88,83,80,86,80,88,83,80,86,80,88,83,80,86,80,88,83.7,82.3,83.0,83.2,84.2,84.2,Social,Commerce
